time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2002-03-18T22:29:22.970Z,44.2591667,-120.8946667,-1.801,2.5,md,7,139,0.1853,0.98,uw,uw10553018,2016-07-23T00:57:12.910Z,"6 km SW of Prineville, Oregon",explosion,0.784,15.93,0.06,1,reviewed,uw,uw
2001-12-03T07:19:55.330Z,45.3348333,-121.7343333,4.015,2.6,md,29,47,0.06057,0.32,uw,uw10548068,2016-07-23T00:53:47.930Z,"3 km NNE of Government Camp, Oregon",earthquake,0.85,1.41,0.04,5,reviewed,uw,uw
2001-09-15T12:21:09.640Z,45.3058333,-121.7293333,2.821,2.5,md,21,90,0.04677,0.28,uw,uw10542138,2016-07-23T00:46:12.850Z,"2 km E of Government Camp, Oregon",earthquake,0.757,1.83,0.03,9,reviewed,uw,uw
2001-09-14T11:22:57.980Z,45.3071667,-121.7306667,3.731,2.9,md,34,70,0.04638,0.28,uw,uw10540983,2016-07-23T00:46:05.610Z,"1 km E of Government Camp, Oregon",earthquake,0.636,0.99,0.02,22,reviewed,uw,uw
2001-07-20T07:38:24.060Z,43.5251667,-121.7398333,6.48,2.6,md,16,159,,0.25,uw,uw10540738,2016-07-23T00:42:14.920Z,"24 km SW of La Pine, Oregon",earthquake,0.081,,0.06,6,reviewed,uw,uw
2001-05-06T15:11:07.040Z,45.2393333,-123.5106667,51.481,2.88,md,37,165,,0.19,uw,uw10521773,2016-07-23T00:34:48.530Z,"17 km N of Willamina, Oregon",earthquake,0.71,1.44,0.204,42,reviewed,uw,uw
2000-12-30T01:52:59.480Z,44.738,-123.1896667,61.944,3.1,md,18,118,,0.18,uw,uw10517913,2016-07-23T00:23:35.950Z,"7 km NNE of Adair Village, Oregon",earthquake,0.9,1.52,0.235,43,reviewed,uw,uw
2000-10-17T00:32:35.570Z,43.9436667,-120.9471667,11.215,2.6,md,8,134,0.1431,0.13,uw,uw10506588,2016-07-23T00:16:25.820Z,"32 km ESE of Bend, Oregon",explosion,0.943,1.61,0.08,3,reviewed,uw,uw
2000-07-25T11:22:51.370Z,45.3371667,-121.6758333,4.631,2.6,md,38,48,0.09444,0.3,uw,uw10511763,2016-07-23T00:02:58.550Z,"7 km ENE of Government Camp, Oregon",earthquake,0.644,1.13,0.08,6,reviewed,uw,uw
2000-07-17T21:58:41.630Z,44.2581667,-124.1953333,8.572,2.73,md,10,194,0.4814,0.39,uw,uw10506553,2016-07-23T00:02:27.020Z,"9 km SW of Yachats, Oregon",earthquake,1.64,26.31,0.121,23,reviewed,uw,uw
2000-04-28T23:38:56.590Z,44.7436667,-121.2198333,-1.547,2.7,md,16,106,0.2898,0.43,uw,uw10497963,2016-07-22T23:53:43.700Z,"4 km ESE of Warm Springs, Oregon",explosion,0.177,4.44,0.04,5,reviewed,uw,uw
2000-01-18T00:40:47.050Z,43.915,-120.8643333,5.084,2.8,md,9,206,0.2902,0.41,uw,uw10487773,2016-07-22T23:46:12.450Z,"39 km ESE of Bend, Oregon",explosion,5.013,0.07,0.15,1,reviewed,uw,uw
1999-12-22T23:56:45.260Z,44.365,-121.0445,-1.557,2.8,md,11,120,0.09681,0.41,uw,uw10488178,2016-07-23T19:13:59.050Z,"10 km E of Terrebonne, Oregon",explosion,0.312,1.78,0.04,2,reviewed,uw,uw
1999-12-03T20:54:12.710Z,45.1705,-122.5753333,-1.259,2.5,md,5,211,0.2151,0.22,uw,uw10483873,2016-07-23T19:13:03.750Z,"2 km N of Molalla, Oregon",explosion,0.153,0.13,0.04,3,reviewed,uw,uw
1999-11-25T14:46:15.630Z,45.1168333,-122.7808333,27.826,3.4,md,49,94,,0.34,uw,uw10487948,2016-07-23T19:12:03.410Z,"5 km NNE of Mount Angel, Oregon",earthquake,0.839,0.81,0.05,17,reviewed,uw,uw
1999-11-21T11:33:45.870Z,45.4656667,-122.0751667,12.598,2.6,md,49,65,,0.27,uw,uw10487328,2016-07-23T19:11:49.420Z,"14 km NNW of Mount Hood Village, Oregon",earthquake,0.495,1.27,0.04,8,reviewed,uw,uw
1999-11-05T09:51:41.680Z,44.1498333,-122.9041667,-1.192,2.57,md,11,77,0.2832,0.38,uw,uw10483268,2016-07-23T19:10:53.850Z,"13 km E of Coburg, Oregon",explosion,1.06,31.61,0.339,5,reviewed,uw,uw
1999-07-16T21:34:03.740Z,45.6488333,-122.7695,17.476,3.1,md,37,62,,0.14,uw,uw10475303,2016-07-23T19:00:39.650Z,"6 km NW of North Portland, Oregon",earthquake,0.354,0.7,0.03,8,reviewed,uw,uw
1999-06-03T19:24:33.510Z,44.7495,-120.9778333,-1.365,2.7,md,8,136,0.2333,0.26,uw,uw10472688,2016-07-23T18:58:42.440Z,"17 km NE of Madras, Oregon",earthquake,0.189,4,0.05,2,reviewed,uw,uw
1999-05-27T22:05:01.480Z,44.2695,-120.8941667,-1.794,2.9,md,12,138,0.1754,0.14,uw,uw10481373,2016-07-23T18:58:22.000Z,"5 km SW of Prineville, Oregon",explosion,0.054,1.18,0.04,6,reviewed,uw,uw
1999-05-10T22:22:49.620Z,44.652,-121.1476667,-1.32,3,md,15,115,0.2528,0.19,uw,uw10476098,2016-07-23T18:57:42.560Z,"2 km NW of Madras, Oregon",explosion,0.05,1.19,0.05,8,reviewed,uw,uw
1999-04-17T19:56:04.050Z,45.124,-122.8555,19.275,2.71,md,32,101,0.3873,0.36,uw,uw10498568,2016-07-23T18:53:23.520Z,"2 km S of Woodburn, Oregon",earthquake,0.63,31.61,0.121,42,reviewed,uw,uw
1999-02-24T16:45:17.200Z,45.1208333,-122.6795,34.148,3.6,ml,26,100,0.2905,0.26,uw,uw10472148,2016-07-23T18:51:30.940Z,"8 km WSW of Molalla, Oregon",earthquake,0.73,0.58,0.105,2,reviewed,uw,uw
1999-02-18T20:23:30.050Z,44.397,-121.0163333,3.635,2.9,md,6,241,0.05956,0.17,uw,uw10471498,2016-07-23T18:51:24.190Z,"13 km ENE of Terrebonne, Oregon",explosion,4.05,2.09,0.05,3,reviewed,uw,uw
1999-02-15T15:37:07.610Z,45.3195,-121.6563333,6.065,2.6,md,29,71,0.09996,0.38,uw,uw10470948,2016-07-23T18:51:17.080Z,"7 km ENE of Government Camp, Oregon",earthquake,0.877,1.28,0.05,9,reviewed,uw,uw
1999-01-31T11:33:32.490Z,42.7733333,-124.6865,24.192,2.6,md,14,238,0.2774,0.35,uw,uw10473788,2016-07-23T18:50:53.810Z,"15 km W of Port Orford, Oregon",earthquake,2.64,1.23,0.06,5,reviewed,uw,uw
1999-01-14T16:13:42.320Z,45.3241667,-121.6638333,4.491,3,md,23,80,0.09649,0.23,uw,uw10471173,2016-07-23T18:50:01.260Z,"7 km ENE of Government Camp, Oregon",earthquake,0.078,0.13,0.04,13,reviewed,uw,uw
1999-01-14T11:56:47.020Z,45.3303333,-121.6698333,6.131,3.2,md,36,63,,0.33,uw,uw10470883,2016-07-23T18:49:56.270Z,"7 km ENE of Government Camp, Oregon",earthquake,0.686,1.06,0.06,9,reviewed,uw,uw
1999-01-11T22:04:14.590Z,45.3195,-121.6545,5.491,3.2,md,39,67,0.1012,0.24,uw,uw10469328,2016-07-23T18:49:33.570Z,"8 km ENE of Government Camp, Oregon",earthquake,0.509,0.79,0.04,11,reviewed,uw,uw
1999-01-11T16:54:11.960Z,45.3231667,-121.6543333,5.591,3,md,36,37,0.1024,0.21,uw,uw10469013,2016-07-23T18:49:28.720Z,"8 km ENE of Government Camp, Oregon",earthquake,0.042,0.07,0.04,10,reviewed,uw,uw
1999-01-11T13:48:46.290Z,45.3245,-121.6555,6.111,2.5,md,39,66,0.1021,0.42,uw,uw10468703,2016-07-23T18:49:22.720Z,"8 km ENE of Government Camp, Oregon",earthquake,0.806,1.19,0.05,13,reviewed,uw,uw
1998-09-10T21:56:41.730Z,44.6616667,-121.1383333,1.535,2.9,md,9,118,0.2575,0.15,uw,uw10456618,2016-07-23T18:36:10.030Z,"3 km NNW of Madras, Oregon",earthquake,0.75,7.04,0.05,3,reviewed,uw,uw
1998-08-12T18:45:03.930Z,45.6381667,-122.8103333,1.426,2.6,md,14,102,0.06681,0.19,uw,uw10447748,2016-07-23T18:29:44.670Z,"8 km WNW of North Portland, Oregon",earthquake,0.828,1.66,0.08,3,reviewed,uw,uw
1998-07-31T21:30:32.880Z,44.345,-120.9423333,-1.67,2.5,md,6,240,0.09456,0.28,uw,uw10469208,2016-07-23T18:28:20.650Z,"9 km WNW of Prineville, Oregon",earthquake,1.374,4.29,0.1,2,reviewed,uw,uw
1998-04-10T07:12:17.870Z,45.3548333,-121.6961667,3.81,2.6,md,27,54,0.09366,0.29,uw,uw10435973,2016-07-23T18:04:36.430Z,"7 km NE of Government Camp, Oregon",earthquake,0.113,0.22,0.07,10,reviewed,uw,uw
1998-04-01T20:27:36.280Z,44.1613333,-120.9243333,-1.679,3.1,md,12,167,0.2786,0.21,uw,uw10432358,2016-07-23T18:04:01.300Z,"16 km SSW of Prineville, Oregon",explosion,0.179,0.28,0.09,7,reviewed,uw,uw
1998-02-05T17:32:38.100Z,45.3206667,-121.728,5.053,2.5,md,24,62,0.0545,0.34,uw,uw10432583,2016-07-23T18:00:44.490Z,"2 km NE of Government Camp, Oregon",earthquake,0.778,1.05,0.07,9,reviewed,uw,uw
1998-02-05T05:59:52.490Z,45.3103333,-121.7208333,4.195,2.6,md,27,51,0.054,0.24,uw,uw10432263,2016-07-23T18:00:37.920Z,"2 km ENE of Government Camp, Oregon",earthquake,0.057,0.08,0.05,14,reviewed,uw,uw
1997-11-21T22:32:40.480Z,44.271,-120.8945,-1.832,2.6,md,12,157,0.1739,0.33,uw,uw10429948,2016-07-23T17:52:28.490Z,"5 km SW of Prineville, Oregon",explosion,0.156,3.74,0.03,6,reviewed,uw,uw
1997-07-16T21:38:44.500Z,45.02,-121.8785,2.254,2.6,md,8,88,0.2098,0.45,uw,uw10425528,2016-07-23T17:41:36.390Z,"29 km SSW of Wapanitia, Oregon",earthquake,9.652,99.9,0.05,3,reviewed,uw,uw
1997-05-22T13:57:10.520Z,44.0658333,-122.5196667,6.704,2.6,md,21,60,0.2476,0.32,uw,uw10419093,2016-07-23T17:37:58.400Z,"23 km ENE of Unity, Oregon",earthquake,0.675,,0.09,8,reviewed,uw,uw
1996-09-07T21:34:05.030Z,45.6041667,-122.4353333,-0.768,2.8,md,18,99,0.1431,0.34,uw,uw10401143,2016-07-23T17:17:31.310Z,"3 km NW of Camas, Washington",explosion,0.297,2.52,0.11,3,reviewed,uw,uw
1996-09-01T20:31:12.630Z,44.411,-124.834,10,2.7,md,,,,0.7,us,usp0007paw,2016-07-23T17:17:06.240Z,"59 km W of Yachats, Oregon",earthquake,,,,,reviewed,us,sea
1996-08-13T23:19:33.910Z,44.8331667,-120.9108333,-1.138,2.8,md,7,147,0.1596,0.45,uw,uw10401753,2016-07-23T17:16:01.140Z,"17 km WSW of Antelope, Oregon",explosion,0.419,7.69,0.07,1,reviewed,uw,uw
1996-08-09T00:39:53.740Z,45.6011667,-122.433,2.62,2.5,md,11,176,0.1403,0.27,uw,uw10399688,2016-07-23T17:15:45.020Z,"3 km WNW of Camas, Washington",explosion,1.506,2.13,0.08,5,reviewed,uw,uw
1996-08-02T11:46:19.130Z,44.9993333,-122.6671667,28.715,3.53,ml,43,89,0.2047,0.29,uw,uw10396923,2016-07-23T17:15:22.540Z,"4 km S of Scotts Mills, Oregon",earthquake,0.54,0.59,0.128,4,reviewed,uw,uw
1996-08-01T00:20:19.250Z,45.6026667,-122.4475,5.07,2.6,md,9,181,0.1411,0.14,uw,uw10396448,2016-07-23T17:15:16.780Z,"4 km WNW of Camas, Washington",explosion,1.432,1.42,0.08,5,reviewed,uw,uw
1996-05-06T23:56:06.970Z,44.3116667,-121.0055,0.174,3,md,10,223,0.1319,0.58,uw,uw10399748,2016-07-23T17:05:29.940Z,"13 km W of Prineville, Oregon",explosion,12.845,16.85,0.09,5,reviewed,uw,uw
1996-04-07T13:17:14.600Z,45.3588333,-121.7153333,3.235,3,md,42,63,0.1072,0.32,uw,uw10390958,2016-07-23T17:01:50.660Z,"6 km NNE of Government Camp, Oregon",earthquake,0.718,1.54,0.06,12,reviewed,uw,uw
1995-06-23T03:08:24.360Z,45.6056667,-122.4255,0.122,2.8,md,19,75,0.1454,0.18,uw,uw10376283,2016-07-23T16:35:00.160Z,"2 km NW of Camas, Washington",explosion,0.122,0.23,0.07,7,reviewed,uw,uw
1995-06-07T22:29:31.200Z,45.6015,-122.4171667,-0.95,2.5,md,14,136,0.1423,0.18,uw,uw10368808,2016-07-23T16:30:41.000Z,"2 km NW of Camas, Washington",explosion,0.192,0.39,0.09,5,reviewed,uw,uw
1995-03-13T04:51:34.510Z,44.617,-122.807,23.505,3.02,md,32,70,0.3429,0.29,uw,uw10364873,2016-07-23T16:25:21.840Z,"6 km NW of Lacomb, Oregon",earthquake,0.46,0.9,0.257,48,reviewed,uw,uw
1995-02-08T09:10:27.960Z,45.1396667,-122.7086667,24.265,3.82,md,42,71,0.3094,0.44,uw,uw10362653,2016-07-23T16:23:50.360Z,"9 km ESE of Hubbard, Oregon",earthquake,0.85,31.61,0.278,72,reviewed,uw,uw
1994-12-29T00:22:16.810Z,42.9035,-122.1133333,-0.601,2.6,md,27,110,0.4165,0.18,uw,uw10361593,2016-07-24T00:40:03.540Z,"35 km ENE of Prospect, Oregon",earthquake,0.763,1.1,0.11,4,reviewed,uw,uw
1994-04-30T23:01:27.020Z,45.0398333,-122.6138333,21.261,2.8,md,41,67,0.2134,0.32,uw,uw10351963,2016-07-24T00:18:04.920Z,"4 km E of Scotts Mills, Oregon",earthquake,0.758,2.03,0.06,9,reviewed,uw,uw
1993-09-29T11:01:14.950Z,42.4613333,-122.0801667,-1.476,2.8,md,16,278,,0.3,uw,uw10319078,2016-07-23T23:31:42.760Z,"21 km SW of Chiloquin, Oregon",earthquake,0.44,0.29,0.03,4,reviewed,uw,uw
1993-09-22T05:53:42.480Z,42.452,-122.027,5,2.5,md,,,,0.1,us,usp00060uf,2014-11-07T00:54:01.137Z,"19 km SW of Chiloquin, Oregon",earthquake,,,,,reviewed,us,gs$
1993-09-22T04:25:08.430Z,42.42,-122.072,5,2.5,md,,,,0.5,us,usp00060u6,2014-11-07T00:54:01.072Z,"24 km SW of Chiloquin, Oregon",earthquake,,,,,reviewed,us,sea
1993-09-21T19:43:34.560Z,42.547,-122.053,5,2.6,md,,,,0.2,us,usp00060tf,2014-11-07T00:54:01.032Z,"15 km WSW of Chiloquin, Oregon",earthquake,,,,,reviewed,us,gs$
1993-09-21T08:18:25.270Z,42.4555,-122.0655,-1.66,2.5,md,8,278,0.6262,0.31,uw,uw10313968,2016-07-23T23:30:35.200Z,"21 km SW of Chiloquin, Oregon",earthquake,0.555,0.35,0.05,4,reviewed,uw,uw
1993-09-21T08:01:26.120Z,42.4805,-122.0555,-1.66,2.9,md,6,314,0.6147,0.26,uw,uw10313963,2016-07-23T23:30:34.910Z,"18 km SW of Chiloquin, Oregon",earthquake,0.502,0.31,0.04,1,reviewed,uw,uw
1993-09-21T07:50:29.660Z,42.4371667,-122.0461667,6.32,2.5,md,6,315,0.6492,0.23,uw,uw10313958,2016-07-23T23:30:34.570Z,"21 km SW of Chiloquin, Oregon",earthquake,9.096,7.61,0.09,2,reviewed,uw,uw
1993-09-21T06:23:56.940Z,42.4293333,-122.0283333,-1.63,2.5,md,7,297,0.6642,0.4,uw,uw10313863,2016-07-23T23:30:26.590Z,"21 km SW of Chiloquin, Oregon",earthquake,1.415,0.86,0.05,3,reviewed,uw,uw
1993-09-21T04:55:29.720Z,42.4245,-122.0683333,-1.66,3.2,md,8,280,0.6466,0.31,uw,uw10313798,2016-07-23T23:30:19.920Z,"23 km SW of Chiloquin, Oregon",earthquake,0.924,0.6,0.04,1,reviewed,uw,uw
1993-08-28T21:25:39.920Z,45.0421667,-122.6261667,21.111,2.8,md,43,68,0.2199,0.37,uw,uw10313503,2016-07-23T23:28:45.520Z,"3 km E of Scotts Mills, Oregon",earthquake,0.793,2.61,0.02,11,reviewed,uw,uw
1993-08-19T00:12:48.310Z,45.6336667,-122.8828333,20.501,2.5,md,41,48,0.08889,0.18,uw,uw10312423,2016-07-23T23:28:05.660Z,"8 km N of Bethany, Oregon",earthquake,0.375,0.8,0.25,37,reviewed,uw,uw
1993-07-15T23:37:15.730Z,45.0291667,-122.5923333,16.301,2.5,md,41,66,0.1966,0.37,uw,uw10310038,2016-07-23T23:25:34.890Z,"Washington-Oregon border region",earthquake,0.778,2.65,0.03,40,reviewed,uw,uw
1993-06-08T00:01:25.250Z,45.0301667,-122.5965,19.361,3.7,md,39,67,0.1989,0.39,uw,uw10307658,2016-07-23T23:20:15.060Z,"5 km ESE of Scotts Mills, Oregon",earthquake,0.99,2.97,0.03,16,reviewed,uw,uw
1993-06-02T21:09:52.270Z,45.0388333,-122.609,10.971,2.8,md,37,67,0.2108,0.37,uw,uw10306788,2016-07-23T23:19:57.400Z,"4 km E of Scotts Mills, Oregon",earthquake,0.884,4.97,0.03,30,reviewed,uw,uw
1993-03-27T14:38:58.120Z,45.0411667,-122.6133333,19.428,2.7,md,42,67,0.2143,0.4,uw,uw10307678,2016-07-23T23:16:20.170Z,"4 km E of Scotts Mills, Oregon",earthquake,0.835,2.57,0.04,22,reviewed,uw,uw
1993-03-26T17:39:21.560Z,45.0476667,-122.633,20.368,3.1,md,43,68,0.2271,0.38,uw,uw10307403,2016-07-23T23:16:10.770Z,"2 km E of Scotts Mills, Oregon",earthquake,0.841,2.83,0.03,36,reviewed,uw,uw
1993-03-26T16:54:31.570Z,45.0363333,-122.6166667,13.128,3,md,43,68,0.2114,0.35,uw,uw10307328,2016-07-23T23:16:08.470Z,"4 km E of Scotts Mills, Oregon",earthquake,0.672,3.04,0.03,29,reviewed,uw,uw
1993-03-26T08:00:05.320Z,45.0343333,-122.6158333,15.668,2.8,md,43,68,0.2094,0.36,uw,uw10307183,2016-07-23T23:16:04.000Z,"4 km ESE of Scotts Mills, Oregon",earthquake,0.764,2.57,0.05,35,reviewed,uw,uw
1993-03-26T05:18:26.150Z,45.0305,-122.6076667,16.218,2.8,md,35,67,0.2031,0.33,uw,uw10307123,2016-07-23T23:16:02.560Z,"4 km ESE of Scotts Mills, Oregon",earthquake,0.694,2.21,0.04,14,reviewed,uw,uw
1993-03-25T21:03:59.740Z,45.039,-122.6148333,19.678,2.6,md,42,67,0.213,0.42,uw,uw10306928,2016-07-23T23:15:53.130Z,"4 km E of Scotts Mills, Oregon",earthquake,0.721,3.12,0.04,47,reviewed,uw,uw
1993-03-25T15:35:12.250Z,45.0325,-122.6056667,13.368,3.2,md,42,67,0.2041,0.34,uw,uw10306518,2016-07-23T23:15:34.720Z,"5 km ESE of Scotts Mills, Oregon",earthquake,0.693,2.61,0.03,36,reviewed,uw,uw
1993-03-25T14:20:56.070Z,45.027,-122.6025,18.868,3,md,39,67,0.1982,0.35,uw,uw10306438,2016-07-23T23:15:31.820Z,"5 km ESE of Scotts Mills, Oregon",earthquake,0.785,2.54,0.02,21,reviewed,uw,uw
1993-03-25T13:34:35.440Z,45.0351667,-122.6065,19.608,5.6,md,40,67,0.2067,0.39,uw,uw10306313,2022-04-28T18:19:30.298Z,"4 km E of Scotts Mills, Oregon",earthquake,0.934,2.84,,2,reviewed,uw,uw
1992-11-04T12:01:35.730Z,45.1138333,-122.685,30.352,2.5,md,46,70,0.2952,0.36,uw,uw10301418,2016-07-23T23:06:15.030Z,"7 km N of Scotts Mills, Oregon",earthquake,0.704,1.2,0.03,32,reviewed,uw,uw
1992-07-04T15:01:34.700Z,44.5156667,-124.7428333,20.377,2.9,md,13,256,0.8514,0.35,uw,uw10291708,2016-07-23T22:59:13.440Z,"54 km W of Waldport, Oregon",earthquake,2.123,2.29,0.05,10,reviewed,uw,uw
1992-07-04T02:16:37.240Z,44.5143333,-124.7328333,23.497,2.5,md,14,255,0.8442,0.51,uw,uw10291583,2016-07-23T22:56:12.430Z,"53 km W of Waldport, Oregon",earthquake,3.874,3.49,0.12,4,reviewed,uw,uw
1992-07-03T16:23:16.530Z,44.5155,-124.7821667,21.037,3.6,md,14,257,0.8795,0.29,uw,uw10291408,2016-07-23T22:56:09.670Z,"57 km W of Waldport, Oregon",earthquake,1.804,1.29,0.07,6,reviewed,uw,uw
1992-06-06T21:03:20.130Z,44.1228333,-122.8418333,0.512,2.7,md,25,55,,0.38,uw,uw10292893,2016-07-23T22:54:12.360Z,"16 km ENE of Springfield, Oregon",earthquake,1.077,3.02,0.07,13,reviewed,uw,uw
1992-05-02T19:11:41.180Z,44.0045,-122.8376667,2.508,2.6,md,9,72,0.3575,0.2,uw,uw10291833,2016-07-23T22:51:50.220Z,"8 km NW of Unity, Oregon",explosion,0.882,2.62,0.04,3,reviewed,uw,uw
1992-03-24T23:48:22.260Z,44.123,-122.8293333,0.472,2.9,md,25,54,,0.41,uw,uw10290373,2016-07-23T22:49:05.070Z,"17 km ENE of Springfield, Oregon",earthquake,0.933,2.17,0.05,17,reviewed,uw,uw
1991-11-03T01:30:48.850Z,45.6215,-122.5476667,15.022,2.5,md,38,67,0.1728,0.16,uw,uw10283678,2016-07-23T22:38:22.500Z,"4 km WSW of Mill Plain, Washington",earthquake,0.361,0.75,0.06,15,reviewed,uw,uw
1991-10-21T00:51:01.120Z,45.6311667,-122.8871667,19.77,3,md,42,48,,0.25,uw,uw10282588,2016-07-23T22:37:36.790Z,"8 km N of Bethany, Oregon",earthquake,0.531,1.4,0.01,15,reviewed,uw,uw
1991-10-18T19:57:38.810Z,45.6331667,-122.8615,18.08,2.8,md,38,47,0.08524,0.14,uw,uw10281998,2016-07-23T22:37:26.420Z,"8 km N of Bethany, Oregon",earthquake,0.312,0.61,0.04,15,reviewed,uw,uw
1991-10-18T02:49:51.890Z,45.6328333,-122.896,19.539,3.1,md,35,83,,0.18,uw,uw10281713,2016-07-23T22:37:18.530Z,"8 km ENE of North Plains, Oregon",earthquake,0.511,1.53,0.05,39,reviewed,uw,uw
1991-10-02T09:10:01.390Z,45.6575,-123.193,7.027,2.5,md,26,73,0.21,0.25,uw,uw10277653,2016-07-23T22:36:19.710Z,"7 km NW of Banks, Oregon",explosion,1.054,2.98,0.12,3,reviewed,uw,uw
1991-09-28T07:08:01.380Z,44.3783333,-123.3005,3.699,2.5,md,17,139,0.5222,0.23,uw,uw10282603,2016-07-23T22:36:00.720Z,"4 km ENE of Bellfountain, Oregon",explosion,1.245,99.9,0.06,7,reviewed,uw,uw
1991-08-02T22:09:02.420Z,45.2316667,-121.3246667,-1.362,2.5,md,19,65,0.132,0.19,uw,uw10274748,2016-07-23T22:28:17.370Z,"2 km WSW of Pine Hollow, Oregon",explosion,0.057,1.5,0.06,4,reviewed,uw,uw
1991-07-27T04:01:51.270Z,45.6338333,-122.8651667,19.419,2.8,md,37,129,0.08735,0.18,uw,uw10282268,2016-07-23T22:27:46.060Z,"8 km N of Bethany, Oregon",earthquake,0.468,0.98,0.03,26,reviewed,uw,uw
1991-07-22T09:04:38.570Z,45.6378333,-122.8693333,19.139,3.5,md,39,73,0.0923,0.18,uw,uw10281053,2016-07-23T22:27:13.570Z,"8 km N of Bethany, Oregon",earthquake,0.546,1.05,0.01,15,reviewed,uw,uw
1991-07-13T05:18:59.820Z,42.992,-124.759,10,2.9,mb,,,,0.6,us,usp0004u3b,2014-11-07T00:48:54.650Z,"26 km WNW of Langlois, Oregon",earthquake,,,,1,reviewed,us,us
1991-06-21T01:07:05.200Z,45.1008333,-122.6355,28.318,2.6,md,37,141,0.263,0.36,uw,uw10278528,2016-07-23T22:25:27.650Z,"6 km SW of Molalla, Oregon",earthquake,1.17,0.99,0.05,20,reviewed,uw,uw
1991-04-10T23:59:04.660Z,45.6235,-122.5661667,1.202,2.7,md,7,120,0.1662,0.55,uw,uw10272943,2016-07-23T22:18:57.160Z,"4 km S of Orchards, Washington",explosion,0.528,1.61,0.12,1,reviewed,uw,uw
1991-03-29T21:59:03.310Z,45.5993333,-122.4351667,4.105,2.5,md,5,194,0.1383,0.02,uw,uw10273728,2016-07-23T22:18:32.150Z,"3 km WNW of Camas, Washington",explosion,0.19,0.22,0.14,3,reviewed,uw,uw
1991-03-05T08:41:25.840Z,45.7865,-122.6795,19.12,3.1,md,28,70,0.2338,0.13,uw,uw10269203,2016-07-23T22:17:04.700Z,"5 km ESE of Ridgefield, Washington",earthquake,0.43,1.34,0.03,10,reviewed,uw,uw
1990-10-19T14:13:58.160Z,45.341,-121.6858333,4.611,3.5,md,42,54,0.09053,0.3,uw,uw10268373,2016-07-23T22:09:53.600Z,"6 km NE of Government Camp, Oregon",earthquake,0.594,1.06,0.06,25,reviewed,uw,uw
1990-08-14T19:07:19.970Z,45.113,-122.8768333,29.074,2.5,md,35,83,0.4567,0.26,uw,uw10263493,2016-07-23T22:02:30.780Z,"1 km ENE of Gervais, Oregon",earthquake,0.085,0.09,0.07,18,reviewed,uw,uw
1990-04-06T04:56:53.580Z,45.4688333,-123.5218333,42.133,3.14,md,7,143,0.1542,0.26,uw,uw10255288,2016-07-23T21:50:09.130Z,"25 km E of Tillamook, Oregon",earthquake,1.3,1.35,0.351,46,reviewed,uw,uw
1989-09-15T10:28:00.840Z,45.3726667,-121.7068333,3.791,3.5,md,41,38,,0.29,uw,uw10248253,2016-07-24T21:09:16.720Z,"8 km NNE of Government Camp, Oregon",earthquake,0.628,1.16,0.04,30,reviewed,uw,uw
1989-09-15T03:04:44.440Z,45.267,-121.745,-1.349,2.8,md,31,77,0.03991,0.28,uw,uw10247888,2016-07-24T21:09:11.460Z,"2 km WNW of Wapanitia, Oregon",explosion,0.736,0.77,0.06,3,reviewed,uw,uw
1989-08-01T23:25:17.580Z,45.609,-122.457,13.518,3.7,md,43,74,,0.21,uw,uw10245458,2016-07-24T21:06:14.770Z,"4 km SE of Mill Plain, Washington",earthquake,0.677,1.65,0.02,34,reviewed,uw,uw
1989-06-11T12:00:32.920Z,44.477,-124.895,10,4.1,mb,,,,0.8,us,usp0003w66,2016-07-24T21:00:38.010Z,"65 km WNW of Yachats, Oregon",earthquake,,,,1,reviewed,us,us
1989-04-01T03:01:42.440Z,44.4176667,-124.1768333,29.245,2.83,md,17,314,1.311,0.65,uw,uw10238853,2016-07-24T20:56:03.680Z,"8 km W of Waldport, Oregon",earthquake,3.08,5.3,0.088,26,reviewed,uw,uw
1988-11-06T23:07:24.430Z,45.1046667,-122.722,25.32,2.5,md,38,168,0.3225,0.27,uw,uw10235163,2016-07-24T20:45:03.120Z,"7 km ENE of Mount Angel, Oregon",earthquake,0.962,1.48,0.05,24,reviewed,uw,uw
1988-09-22T03:00:51.680Z,45.2128333,-121.5516667,-1.372,2.6,md,23,74,0.1211,0.26,uw,uw10235593,2016-07-24T20:42:48.370Z,"13 km ESE of Wapanitia, Oregon",explosion,0.085,0.17,0.09,5,reviewed,uw,uw
1988-08-19T20:14:24.100Z,45.2145,-121.5528333,-1.372,2.5,md,16,74,0.1201,0.19,uw,uw10236423,2016-07-24T20:41:20.000Z,"13 km ESE of Wapanitia, Oregon",explosion,0.05,0.39,0.07,3,reviewed,uw,uw
1988-05-15T04:22:14.840Z,45.375,-121.7068333,5.356,2.5,md,50,100,0.09013,0.36,uw,uw10230953,2016-07-24T20:33:41.760Z,"8 km NNE of Government Camp, Oregon",earthquake,0.798,1.2,0.1,11,reviewed,uw,uw
1987-11-06T00:39:03.120Z,44.6588333,-121.1576667,-1.487,2.5,md,12,89,0.2624,0.33,uw,uw10224723,2016-07-24T20:25:38.590Z,"3 km NW of Madras, Oregon",explosion,1.395,1.98,0.1,2,reviewed,uw,uw
