time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-08-04T18:38:20.300Z,42.6255,-122.4065,2.349,2.5,md,23,47,,0.22,uw,uw10819928,2016-07-22T17:53:05.520Z,"15 km SSE of Prospect, Oregon",earthquake,0.333,1.4,0.04,11,reviewed,uw,uw
2011-07-15T20:17:26.630Z,44.2528333,-123.2665,12.031,2.5,md,9,70,0.209,0.14,uw,uw10823423,2016-07-22T17:47:02.960Z,"6 km NW of Junction City, Oregon",explosion,0.659,5.62,0.04,4,reviewed,uw,uw
2011-07-12T19:45:58.880Z,43.4383333,-121.3573333,1.769,2.5,md,7,259,0.2664,0.86,uw,uw10822528,2016-07-22T17:46:55.820Z,"28 km SSE of La Pine, Oregon",explosion,16.59,17.54,0.07,3,reviewed,uw,uw
2011-05-20T01:32:18.900Z,43.663,-123.2156667,5.533,2.6,md,5,202,0.1024,0.07,uw,uw10816923,2016-07-22T17:43:41.540Z,"8 km E of Drain, Oregon",explosion,1.126,0.76,0.02,4,reviewed,uw,uw
2011-04-21T23:53:18.970Z,44.2556667,-123.2593333,17.54,2.6,md,16,69,0.2049,0.2,uw,uw10814403,2016-07-22T17:41:09.180Z,"5 km NW of Junction City, Oregon",explosion,0.653,1.12,0.02,4,reviewed,uw,uw
2011-03-02T12:12:09.010Z,45.3556667,-121.7606667,3.128,2.6,md,28,52,0.0407,0.21,uw,uw10810828,2016-07-22T17:38:13.320Z,"5 km N of Government Camp, Oregon",earthquake,0.412,0.68,0.03,6,reviewed,uw,uw
2010-09-09T18:18:54.730Z,44.6375,-121.1805,-1.383,2.5,md,11,131,0.2547,0.44,uw,uw10807133,2016-07-22T17:14:08.430Z,"4 km W of Madras, Oregon",explosion,0.108,0.77,0.07,3,reviewed,uw,uw
2010-08-28T01:39:12.990Z,44.8068333,-121.3195,6.757,2.7,md,7,91,0.2932,0.19,uw,uw10801958,2016-07-22T17:13:06.730Z,"6 km NW of Warm Springs, Oregon",explosion,0.995,,0.05,5,reviewed,uw,uw
2010-07-03T22:25:19.480Z,42.4743333,-124.1771667,34.306,3.45,ml,34,156,0.2643,0.34,uw,uw10794438,2022-06-19T02:10:21.716Z,"near the coast of Oregon",earthquake,0.81,0.75,0.162,30,reviewed,uw,uw
2010-05-14T19:03:04.090Z,45.3595,-121.7521667,3.743,3,md,33,51,0.03788,0.21,uw,uw10802993,2022-06-19T02:12:01.352Z,"6 km N of Government Camp, Oregon",earthquake,0.397,0.7,0.03,11,reviewed,uw,uw
2009-09-05T00:17:17.000Z,45.5135,-122.6368333,17.335,2.5,md,24,80,0.1177,0.15,uw,uw10775933,2022-07-15T17:12:00.654Z,"3 km ESE of Portland, Oregon",earthquake,0.324,0.4,0.04,12,reviewed,uw,uw
2009-08-24T19:03:46.520Z,44.722,-123.8711667,-0.08,2.84,md,3,267,0.1066,0.06,uw,uw10777098,2016-07-13T23:40:48.520Z,"3 km E of Siletz, Oregon",explosion,1.7,31.61,0.167,2,reviewed,uw,uw
2009-08-18T19:16:40.850Z,44.816,-121.3365,2.416,2.6,md,12,146,0.2978,0.16,uw,uw10775103,2016-07-13T23:40:34.930Z,"8 km NW of Warm Springs, Oregon",explosion,0.774,2.14,0.04,5,reviewed,uw,uw
2009-08-08T00:30:27.140Z,44.637,-123.8081667,1.555,2.6,md,7,133,0.08303,0.36,uw,uw10768473,2016-07-13T23:39:51.250Z,"10 km E of Toledo, Oregon",explosion,17.075,47.15,0.06,2,reviewed,uw,uw
2009-08-06T07:41:58.940Z,45.0795,-122.4495,18.362,2.8,md,48,44,0.09101,0.34,uw,uw10767728,2022-07-15T15:25:00.919Z,"12 km SE of Molalla, Oregon",earthquake,0.455,0.54,0.04,20,reviewed,uw,uw
2009-07-08T12:20:29.470Z,45.5198333,-122.6318333,16.225,2.5,md,36,98,0.1118,0.25,uw,uw10769333,2022-07-15T13:29:42.759Z,"Washington-Oregon border region",earthquake,0.369,0.25,0.06,11,reviewed,uw,uw
2009-07-07T18:02:59.900Z,44.3851667,-121.0076667,-1.495,2.8,md,7,135,0.06476,0.43,uw,uw10769008,2016-07-13T23:38:04.070Z,"14 km ENE of Terrebonne, Oregon",explosion,0.389,0.32,0.05,3,reviewed,uw,uw
2009-06-12T17:34:50.100Z,43.6665,-121.3963333,3.301,2.6,md,9,139,0.1901,0.92,uw,uw10770753,2016-07-13T23:36:51.890Z,"8 km E of La Pine, Oregon",explosion,45.637,99.9,0.12,1,reviewed,uw,uw
2009-05-11T18:49:57.870Z,44.6591667,-121.1678333,0.788,2.5,md,9,84,0.2667,0.23,uw,uw10769898,2016-07-13T23:11:20.140Z,"4 km NW of Madras, Oregon",explosion,0.092,1.2,0.05,3,reviewed,uw,uw
2009-02-26T09:52:47.540Z,42.5413333,-123.896,36.796,4.24,md,34,99,0.3808,0.32,uw,uw10762533,2022-08-08T22:26:41.489Z,"37 km NW of Selma, Oregon",earthquake,0.67,0.69,0.202,27,reviewed,uw,uw
2008-11-19T22:33:35.170Z,44.4095,-122.7855,15.049,2.5,md,4,168,0.153,0.19,uw,uw10761093,2016-07-22T23:35:12.210Z,"4 km WNW of Sweet Home, Oregon",explosion,4.978,4.03,0.04,4,reviewed,uw,uw
2008-07-02T19:04:05.470Z,44.3318333,-120.9738333,5.225,2.8,md,5,239,0.1078,0.07,uw,uw10742743,2016-07-22T23:26:05.230Z,"11 km WNW of Prineville, Oregon",explosion,1.676,0.81,0.06,1,reviewed,uw,uw
2008-06-04T12:21:22.020Z,45.636,-122.7238333,18.729,2.5,md,36,50,,0.21,uw,uw10741238,2016-07-22T23:24:43.740Z,"3 km NNW of North Portland, Oregon",earthquake,0.356,0.27,0.04,6,reviewed,uw,uw
2008-05-07T17:29:33.860Z,44.6218333,-121.1523333,14.68,2.7,md,7,103,0.23,0.38,uw,uw10742388,2016-07-22T23:20:10.050Z,"2 km SW of Madras, Oregon",explosion,2.407,9.77,0.09,3,reviewed,uw,uw
2008-05-01T16:20:43.940Z,44.3465,-124.4606667,32.262,2.9,md,21,229,0.4061,0.26,uw,uw10739913,2016-07-22T23:19:47.730Z,"28 km W of Yachats, Oregon",earthquake,1.18,1.55,0.06,8,reviewed,uw,uw
2008-02-16T22:03:55.800Z,45.064,-121.3195,-1.197,2.6,md,7,159,0.1782,0.99,uw,uw10737738,2016-07-22T23:15:55.250Z,"6 km SE of Pine Grove, Oregon",explosion,1.127,19.74,0.07,2,reviewed,uw,uw
2008-02-11T23:26:47.450Z,44.6506667,-121.1408333,-1.641,2.7,md,5,233,0.249,0.24,uw,uw10736603,2016-07-22T23:15:45.730Z,"2 km NNW of Madras, Oregon",explosion,0.19,0.98,0.05,3,reviewed,uw,uw
2008-01-23T19:20:47.930Z,44.3718333,-121.0291667,0.977,3.1,md,7,141,0.08459,0.04,uw,uw10739288,2016-07-22T23:14:43.900Z,"12 km E of Terrebonne, Oregon",explosion,0.242,0.16,0.08,3,reviewed,uw,uw
2007-10-30T23:14:47.700Z,44.3553333,-121.0216667,-1.49,2.8,md,13,179,0.09549,0.22,uw,uw10730138,2016-07-22T23:06:56.840Z,"12 km E of Terrebonne, Oregon",explosion,0.125,0.54,0.08,4,reviewed,uw,uw
2007-09-24T06:20:54.270Z,45.103,-123.03,23.43,3.6,md,56,49,,0.35,uw,uw10733518,2022-06-19T02:02:17.456Z,"8 km NW of Brooks, Oregon",earthquake,0.411,0.65,0.03,25,reviewed,uw,uw
2007-09-14T22:33:20.800Z,44.3665,-121.03,0.324,2.6,md,9,177,0.08923,0.11,uw,uw10730143,2016-07-22T23:04:16.310Z,"11 km E of Terrebonne, Oregon",explosion,0.816,0.7,0.05,3,reviewed,uw,uw
2007-09-10T18:46:11.690Z,44.5946667,-121.1961667,0.148,2.6,md,8,144,0.05708,0.2,uw,uw10726453,2016-07-22T23:03:56.470Z,"1 km WNW of Metolius, Oregon",explosion,1.043,2.77,0.07,3,reviewed,uw,uw
2007-08-24T20:54:06.280Z,44.12,-123.077,0.534,2.5,md,13,90,0.0909,0.36,uw,uw10733133,2016-07-22T23:02:39.980Z,"2 km SSW of Coburg, Oregon",explosion,2.66,15.36,0.1,4,reviewed,uw,uw
2007-08-23T22:31:00.050Z,44.6293333,-124.3311667,26.78,2.8,md,17,244,0.2412,0.15,uw,uw10732633,2016-07-22T23:02:33.360Z,"22 km W of Newport, Oregon",earthquake,0.644,0.43,0.05,5,reviewed,uw,uw
2007-08-16T20:26:40.260Z,45.003,-122.7011667,14.303,2.6,md,4,266,0.2249,0.21,uw,uw10727588,2016-07-22T23:01:56.400Z,"5 km SSW of Scotts Mills, Oregon",explosion,3.471,5.53,0.04,1,reviewed,uw,uw
2007-08-01T21:23:19.920Z,44.659,-121.1618333,-1.606,2.9,md,9,100,0.2642,0.2,uw,uw10721663,2016-07-22T22:58:05.740Z,"3 km NW of Madras, Oregon",explosion,0.078,0.12,0.07,4,reviewed,uw,uw
2007-07-13T17:03:03.500Z,44.3948333,-121.0191667,-1.112,2.6,md,6,178,0.293,0.31,uw,uw10723768,2016-07-22T22:56:47.400Z,"13 km ENE of Terrebonne, Oregon",explosion,0.482,6.38,0.11,1,reviewed,uw,uw
2007-07-12T03:53:20.620Z,45.2678333,-122.7205,23.266,3.2,md,64,28,,0.33,uw,uw10723153,2022-06-18T12:51:34.686Z,"1 km N of Barlow, Oregon",earthquake,0.342,0.45,0.07,22,reviewed,uw,uw
2007-07-05T17:59:51.660Z,44.3621667,-121.0403333,0.701,3,md,15,72,0.09713,0.06,uw,uw10722108,2016-07-22T22:56:20.730Z,"11 km E of Terrebonne, Oregon",explosion,0.206,0.28,0.04,3,reviewed,uw,uw
2007-06-25T20:38:46.190Z,44.0996667,-123.0183333,-0.628,2.6,md,6,177,0.07973,0.16,uw,uw10719558,2016-07-22T22:55:36.770Z,"5 km SE of Coburg, Oregon",explosion,0.121,0.53,0.04,3,reviewed,uw,uw
2007-04-27T23:09:57.850Z,44.2911667,-120.7765,-1.373,2.8,md,9,94,0.1966,0.29,uw,uw10729608,2016-07-22T22:51:05.830Z,"4 km ESE of Prineville, Oregon",explosion,0.149,2.81,0.13,2,reviewed,uw,uw
2007-04-26T19:59:58.320Z,45.0996667,-122.506,5.874,2.8,md,15,114,0.108,0.22,uw,uw10729163,2016-07-22T22:51:01.720Z,"7 km SE of Molalla, Oregon",explosion,0.622,0.73,0.1,4,reviewed,uw,uw
2007-03-30T00:54:43.260Z,44.105,-123.0258333,-0.628,2.5,md,14,87,0.08223,0.34,uw,uw10720363,2016-07-22T22:45:40.580Z,"4 km SE of Coburg, Oregon",explosion,0.144,1.43,0.07,3,reviewed,uw,uw
2007-03-22T19:22:42.740Z,44.6461667,-121.1835,-1.44,3,md,5,130,0.03114,0.13,uw,uw10716938,2016-07-22T22:45:15.140Z,"4 km WNW of Madras, Oregon",explosion,0.17,0.17,0.06,2,reviewed,uw,uw
2007-03-15T20:08:55.150Z,44.4045,-121.0268333,0.794,3,md,10,168,0.06055,0.33,uw,uw10714633,2016-07-22T22:44:36.910Z,"13 km ENE of Terrebonne, Oregon",explosion,2.284,2.23,0.06,4,reviewed,uw,uw
2006-12-24T23:39:30.360Z,44.9081667,-122.5931667,14.43,2.5,md,32,64,0.1312,0.38,uw,uw10707188,2016-07-22T22:40:01.730Z,"13 km N of Mehama, Oregon",earthquake,0.628,2.18,0.06,10,reviewed,uw,uw
2006-12-19T03:02:30.790Z,45.172,-122.6125,18.774,2.8,md,53,43,,0.34,uw,uw10706053,2016-07-22T22:39:41.480Z,"3 km NW of Molalla, Oregon",earthquake,0.552,0.51,0.04,17,reviewed,uw,uw
2006-11-27T02:31:54.060Z,45.171,-122.6015,21,2.6,md,41,99,0.1156,0.39,uw,uw10708978,2016-07-22T22:35:34.870Z,"3 km NW of Molalla, Oregon",earthquake,0.969,1.84,0.04,11,reviewed,uw,uw
2006-11-06T05:34:35.690Z,45.5156667,-122.6478333,15.518,2.6,md,36,53,,0.17,uw,uw10700578,2016-07-22T22:34:09.600Z,"2 km ESE of Portland, Oregon",earthquake,0.283,0.54,0.05,9,reviewed,uw,uw
2006-10-21T00:18:38.180Z,44.259,-123.2565,3.134,2.7,md,11,101,0.266,0.19,uw,uw10709243,2016-07-22T22:32:57.980Z,"5 km NW of Junction City, Oregon",explosion,0.849,2.15,0.04,3,reviewed,uw,uw
2006-10-13T05:18:05.630Z,45.2741667,-123.0308333,16.64,2.9,md,55,43,,0.33,uw,uw10706028,2016-07-22T22:32:13.500Z,"1 km WSW of Dundee, Oregon",earthquake,0.358,0.32,0.05,10,reviewed,uw,uw
2006-09-15T19:51:26.680Z,44.3703333,-121.0388333,-0.357,2.7,md,16,85,0.09011,0.19,uw,uw10702188,2016-07-22T22:29:24.240Z,"11 km E of Terrebonne, Oregon",earthquake,0.632,0.34,0.08,4,reviewed,uw,uw
2006-08-04T19:53:16.850Z,44.3735,-121.0361667,-1.684,2.5,md,10,120,0.08646,0.22,uw,uw10696673,2016-07-22T22:22:45.150Z,"11 km ENE of Terrebonne, Oregon",explosion,0.128,0.86,0.05,2,reviewed,uw,uw
2006-08-03T10:21:25.190Z,45.8038333,-122.6001667,12.974,2.7,md,59,25,,0.17,uw,uw10695928,2016-07-22T22:22:29.200Z,"1 km WNW of Cherry Grove, Washington",earthquake,0.15,0.33,0.03,16,reviewed,uw,uw
2006-08-03T08:39:18.620Z,45.8021667,-122.6066667,14.254,3.8,md,72,26,,0.17,uw,uw10695763,2022-06-18T12:12:23.950Z,"2 km WNW of Cherry Grove, Washington",earthquake,0.15,0.23,0.03,8,reviewed,uw,uw
2006-07-12T22:35:59.170Z,44.2496667,-123.269,21.529,2.7,md,10,82,0.2628,0.26,uw,uw10697403,2016-07-22T22:20:18.290Z,"6 km WNW of Junction City, Oregon",explosion,1.047,1.8,0.05,4,reviewed,uw,uw
2006-05-20T00:21:58.530Z,44.2828333,-120.878,2.452,2.6,md,6,199,0.1662,0.13,uw,uw10694848,2016-07-22T22:13:25.860Z,"3 km WSW of Prineville, Oregon",explosion,6.071,14.17,0.06,1,reviewed,uw,uw
2006-04-26T14:24:06.620Z,45.0161667,-122.5608333,19.521,3,md,56,46,0.1751,0.32,uw,uw10698823,2022-06-18T11:45:21.675Z,"8 km ESE of Scotts Mills, Oregon",earthquake,0.424,1.03,0.05,14,reviewed,uw,uw
2006-03-04T17:38:47.150Z,44.752,-123.717,42.775,3.3,md,23,128,0.196,0.21,uw,uw10687083,2022-06-18T11:38:50.958Z,"16 km ENE of Siletz, Oregon",earthquake,0.7,1.03,0.04,17,reviewed,uw,uw
2006-01-29T02:00:53.180Z,45.5193333,-122.634,15.208,2.8,md,36,58,0.1121,0.2,uw,uw10693693,2016-07-22T22:04:43.910Z,"3 km E of Portland, Oregon",earthquake,0.44,0.54,0.04,13,reviewed,uw,uw
2005-09-14T15:46:54.890Z,43.0208333,-125.035,9.954,3.13,ml,9,252,1.002,0.7,uw,uw10678718,2016-07-22T21:52:55.850Z,"48 km WNW of Langlois, Oregon",earthquake,10.24,31.61,0.21,3,reviewed,uw,uw
2005-07-13T23:37:53.090Z,44.3476667,-121.0216667,-1.556,2.6,md,9,176,0.1023,0.1,uw,uw10664718,2016-07-22T21:42:01.050Z,"12 km E of Terrebonne, Oregon",explosion,0.058,0.22,0.03,3,reviewed,uw,uw
2005-06-25T13:49:11.140Z,45.5213333,-122.6373333,14.717,2.7,md,42,58,0.1099,0.21,uw,uw10678423,2016-07-22T21:39:43.610Z,"3 km E of Portland, Oregon",earthquake,0.527,1.02,0.03,10,reviewed,uw,uw
2005-04-27T01:49:34.110Z,44.2765,-120.8853333,-0.857,2.7,md,21,139,0.1704,0.25,uw,uw10674628,2016-07-22T21:26:00.280Z,"4 km WSW of Prineville, Oregon",explosion,0.852,1.6,0.04,10,reviewed,uw,uw
2005-04-13T04:51:05.920Z,44.422,-124.3333333,28.135,2.5,md,13,247,0.5648,0.41,uw,uw10664698,2016-07-22T21:19:58.980Z,"21 km W of Waldport, Oregon",earthquake,2.772,2.17,0.03,10,reviewed,uw,uw
2005-04-06T22:57:40.510Z,45.3728333,-121.7063333,-0.113,2.8,md,37,53,0.06391,0.34,uw,uw10658188,2016-07-22T21:18:40.300Z,"Washington-Oregon border region",earthquake,0.718,0.9,0.04,8,reviewed,uw,uw
2004-11-20T20:20:12.400Z,44.3585,-121.0248333,-1.562,2.6,md,18,153,0.09387,0.2,uw,uw10645048,2016-07-23T02:53:37.130Z,"Oregon",earthquake,0.071,0.42,0.03,4,reviewed,uw,uw
2004-11-06T01:18:49.750Z,44.4331667,-122.7773333,-0.526,2.6,md,11,192,0.2857,0.18,uw,uw10620128,2016-07-23T02:49:03.980Z,"5 km NW of Sweet Home, Oregon",explosion,1.248,1.04,0.04,4,reviewed,uw,uw
2004-08-19T07:54:10.900Z,44.6518333,-124.3406667,24.373,2.5,md,10,267,0.3,0.22,uw,uw10613723,2016-07-23T02:14:19.340Z,"22 km W of Newport, Oregon",earthquake,2.026,1.48,0.05,7,reviewed,uw,uw
2004-08-19T06:06:03.630Z,44.6645,-124.3003333,27.274,4.7,md,23,212,,0.29,uw,uw10613523,2021-02-24T23:02:05.454Z,"19 km W of Newport, Oregon",earthquake,1.284,0.75,0.04,19,reviewed,uw,uw
2004-08-17T18:28:24.230Z,45.4688333,-122.8471667,26.147,2.6,md,48,42,0.1114,0.25,uw,uw10612718,2016-07-23T02:14:05.090Z,"3 km SSE of Aloha, Oregon",earthquake,0.534,0.68,0.04,15,reviewed,uw,uw
2004-07-20T15:58:48.430Z,44.338,-124.4925,23.249,2.5,md,10,271,0.497,0.25,uw,uw10613183,2016-07-23T02:11:52.430Z,"31 km W of Yachats, Oregon",earthquake,1.932,2.06,0.05,4,reviewed,uw,uw
2004-07-19T00:14:24.510Z,44.3703333,-124.5015,25.9,2.8,md,11,289,0.4847,0.27,uw,uw10612273,2016-07-23T02:11:43.960Z,"32 km WNW of Yachats, Oregon",earthquake,2.394,1.88,0.05,5,reviewed,uw,uw
2004-07-18T19:02:45.500Z,44.393,-121.006,0.839,2.6,md,11,147,0.05769,0.19,uw,uw10612173,2016-07-23T02:11:43.460Z,"14 km ENE of Terrebonne, Oregon",explosion,1.259,1.23,0.05,5,reviewed,uw,uw
2004-07-13T03:56:11.590Z,44.3598333,-124.5095,28.98,3.3,md,17,214,0.4951,0.44,uw,uw10609383,2016-07-23T02:11:23.180Z,"32 km W of Yachats, Oregon",earthquake,2.571,1.66,0.07,7,reviewed,uw,uw
2004-07-13T00:26:31.220Z,44.3668333,-124.4888333,27.75,2.7,md,10,273,0.4789,0.29,uw,uw10609368,2016-07-23T02:11:22.650Z,"31 km WNW of Yachats, Oregon",earthquake,2.739,2.06,0.08,4,reviewed,uw,uw
2004-07-12T16:45:00.780Z,44.3338333,-124.4888333,28.75,4.9,md,18,247,0.4973,0.24,uw,uw10609208,2021-02-24T21:55:16.353Z,"30 km W of Yachats, Oregon",earthquake,1.418,0.75,0.05,2,reviewed,uw,uw
2004-07-12T16:41:18.910Z,44.3448333,-124.489,29.1,2.9,md,12,247,0.4911,0.24,uw,uw10609153,2016-07-23T02:08:18.890Z,"30 km W of Yachats, Oregon",earthquake,1.994,1.51,0.06,8,reviewed,uw,uw
2004-02-26T01:51:54.450Z,45.646,-122.754,18.771,3,md,58,43,0.06906,0.16,uw,uw10602768,2022-06-18T08:27:53.577Z,"5 km NW of North Portland, Oregon",earthquake,0.29,0.28,0.05,14,reviewed,uw,uw
2004-02-15T07:59:43.190Z,44.6475,-124.434,24.565,2.9,md,17,221,0.6457,0.41,uw,uw10600813,2016-07-23T01:57:18.680Z,"30 km W of Newport, Oregon",earthquake,2.368,3.15,0.05,6,reviewed,uw,uw
2004-01-15T09:30:25.850Z,45.3638333,-121.6891667,1.757,2.5,md,19,75,0.04956,0.23,uw,uw10600493,2016-07-23T01:56:00.600Z,"8 km NE of Government Camp, Oregon",earthquake,0.61,0.61,0.04,4,reviewed,uw,uw
2003-11-13T00:57:54.320Z,42.5223333,-122.5788333,15.37,2.9,md,16,104,0.2917,0.26,uw,uw10590508,2016-07-23T01:53:31.740Z,"2 km SSW of Butte Falls, Oregon",earthquake,0.057,0.08,0.05,9,reviewed,uw,uw
2003-10-25T02:08:54.890Z,44.6261667,-124.4116667,14.234,2.6,md,10,271,0.6258,0.33,uw,uw10601588,2016-07-23T01:52:41.010Z,"28 km W of Newport, Oregon",earthquake,6.246,6.22,0.05,5,reviewed,uw,uw
2003-09-02T19:32:08.690Z,43.9516667,-120.981,-1.857,2.5,md,8,125,0.1609,0.35,uw,uw10587953,2016-07-23T01:49:55.860Z,"29 km ESE of Bend, Oregon",explosion,0.17,3.77,0.04,3,reviewed,uw,uw
2003-08-21T17:31:36.420Z,44.2563333,-120.9101667,-1.681,2.5,md,8,156,0.1857,0.21,uw,uw10592558,2016-07-23T01:46:05.750Z,"7 km SW of Prineville, Oregon",explosion,0.092,1.97,0.03,2,reviewed,uw,uw
2003-07-26T11:24:44.840Z,45.6376667,-122.7346667,16.788,2.8,md,52,42,0.05803,0.2,uw,uw10601463,2016-07-23T01:44:24.560Z,"3 km NW of North Portland, Oregon",earthquake,0.414,0.51,0.02,16,reviewed,uw,uw
2003-07-25T20:48:01.150Z,45.6398333,-122.7363333,17.228,3,md,55,42,0.05907,0.22,uw,uw10600528,2022-06-18T07:00:37.631Z,"4 km NW of North Portland, Oregon",earthquake,0.383,0.4,0.05,19,reviewed,uw,uw
2003-07-07T12:40:12.620Z,45.3273333,-121.6856667,5.158,3.3,md,43,67,0.02503,0.22,uw,uw10593918,2016-07-23T01:43:14.470Z,"6 km ENE of Government Camp, Oregon",earthquake,0.439,0.46,0.04,13,reviewed,uw,uw
2003-04-28T22:25:48.130Z,45.1155,-122.4303333,14.63,2.8,md,52,43,0.05493,0.39,uw,uw10585118,2016-07-23T01:39:17.140Z,"12 km ESE of Molalla, Oregon",earthquake,0.588,0.84,0.03,16,reviewed,uw,uw
2003-04-24T19:26:30.480Z,45.633,-122.7388333,17.091,3.9,md,62,41,0.06058,0.22,uw,uw10583283,2022-06-18T06:33:38.269Z,"3 km NW of North Portland, Oregon",earthquake,0.43,0.34,0.04,54,reviewed,uw,uw
2003-03-31T22:01:47.330Z,44.3593333,-121.0365,2.558,2.6,md,7,151,0.09777,0.23,uw,uw10585328,2016-07-23T01:35:01.660Z,"11 km E of Terrebonne, Oregon",explosion,0.184,0.4,0.03,1,reviewed,uw,uw
2003-03-31T21:20:22.020Z,45.6355,-122.7576667,16.768,2.6,md,48,42,0.06679,0.18,uw,uw10585258,2016-07-23T01:34:59.720Z,"5 km WNW of North Portland, Oregon",earthquake,0.356,0.34,0.04,19,reviewed,uw,uw
2003-03-17T22:09:32.120Z,44.2691667,-120.9006667,-1.821,2.5,md,7,156,0.1746,0.5,uw,uw10580718,2016-07-23T01:34:03.610Z,"6 km WSW of Prineville, Oregon",explosion,0.227,5.57,0.03,3,reviewed,uw,uw
2003-02-28T23:22:04.950Z,43.9083333,-120.9353333,6.153,3.1,md,8,133,0.1073,0.45,uw,uw10582058,2016-07-23T01:33:23.520Z,"34 km ESE of Bend, Oregon",explosion,61.651,99.9,0.04,3,reviewed,uw,uw
2002-12-12T03:13:45.530Z,45.3643333,-121.6986667,2.757,2.7,md,37,37,0.05389,0.32,uw,uw10572943,2016-07-23T01:29:12.460Z,"8 km NNE of Government Camp, Oregon",earthquake,0.667,1.38,0.04,7,reviewed,uw,uw
2002-12-10T23:59:36.240Z,44.2946667,-120.8985,-1.482,2.8,md,9,190,0.1503,0.32,uw,uw10572748,2016-07-23T01:29:06.780Z,"5 km W of Prineville, Oregon",explosion,0.17,3.41,0.04,5,reviewed,uw,uw
2002-11-26T22:13:54.480Z,44.3131667,-120.8966667,-1.593,2.8,md,7,206,0.1331,0.27,uw,uw10583233,2016-07-23T01:28:08.630Z,"5 km WNW of Prineville, Oregon",explosion,0.208,3.72,0.04,2,reviewed,uw,uw
2002-08-21T21:46:00.130Z,44.654,-121.1361667,-1.537,3,md,6,120,0.2502,0.06,uw,uw10572368,2016-07-23T01:14:34.360Z,"2 km NNW of Madras, Oregon",explosion,0.014,0.46,0.03,3,reviewed,uw,uw
2002-08-09T20:56:12.720Z,45.3288333,-121.6826667,5.251,2.6,md,33,57,0.08622,0.25,uw,uw10561978,2016-07-23T01:13:48.230Z,"6 km ENE of Government Camp, Oregon",earthquake,0.552,0.87,0.02,14,reviewed,uw,uw
2002-07-29T20:14:14.590Z,45.4215,-123.0411667,-0.808,2.8,md,7,250,0.3816,0.19,uw,uw10567568,2016-07-23T01:13:05.710Z,"7 km ESE of Gaston, Oregon",explosion,0.196,1.86,0.02,2,reviewed,uw,uw
2002-07-25T19:40:49.160Z,43.9335,-120.961,5.548,3,md,5,133,0.138,0.06,uw,uw10566028,2016-07-23T01:12:54.420Z,"31 km ESE of Bend, Oregon",explosion,0.286,0.67,0.04,2,reviewed,uw,uw
2002-07-11T18:54:30.620Z,45.3356667,-121.6815,4.817,2.5,md,30,40,0.02442,0.26,uw,uw10560933,2016-07-23T01:08:46.570Z,"6 km ENE of Government Camp, Oregon",earthquake,0.552,0.56,0.05,14,reviewed,uw,uw
2002-07-02T23:35:23.120Z,45.3405,-121.6798333,4.841,2.9,md,35,45,0.09378,0.3,uw,uw10557013,2016-07-23T01:07:49.260Z,"7 km NE of Government Camp, Oregon",earthquake,0.057,0.09,0.03,12,reviewed,uw,uw
2002-06-30T11:16:23.280Z,45.3441667,-121.677,4.426,2.7,md,34,40,0.02819,0.3,uw,uw10571603,2016-07-23T01:07:27.940Z,"7 km NE of Government Camp, Oregon",earthquake,0.73,0.65,0.02,16,reviewed,uw,uw
2002-06-29T19:31:57.350Z,45.3201667,-121.6875,5.039,2.5,md,26,70,0.07949,0.22,uw,uw10570733,2016-07-23T01:07:16.070Z,"5 km ENE of Government Camp, Oregon",earthquake,0.058,0.08,0.02,14,reviewed,uw,uw
2002-06-29T18:49:58.830Z,45.3423333,-121.6798333,4.959,3.8,md,40,46,0.09478,0.28,uw,uw10570363,2022-06-18T05:25:54.929Z,"7 km NE of Government Camp, Oregon",earthquake,0.637,1.14,0.03,12,reviewed,uw,uw
2002-06-29T14:41:21.270Z,45.3275,-121.6815,1.299,3.2,md,4,150,0.08636,0.04,uw,uw10569568,2016-07-23T01:06:50.750Z,"6 km ENE of Government Camp, Oregon",earthquake,0.286,0.03,0.01,2,reviewed,uw,uw
2002-06-29T14:36:04.790Z,45.3348333,-121.6863333,4.915,4.5,md,41,37,,0.27,uw,uw10569358,2022-06-18T05:24:13.541Z,"6 km ENE of Government Camp, Oregon",earthquake,0.071,0.11,0.03,50,reviewed,uw,uw
2002-05-14T21:54:14.820Z,44.2461667,-120.8961667,-1.627,2.7,md,9,140,0.1977,0.34,uw,uw10554633,2016-07-23T01:03:25.870Z,"7 km SW of Prineville, Oregon",explosion,0.294,5.59,0.05,2,reviewed,uw,uw
2002-05-06T13:08:27.270Z,45.3295,-121.6878333,3.614,2.5,md,18,134,0.08331,0.23,uw,uw10551778,2016-07-23T01:02:49.240Z,"5 km ENE of Government Camp, Oregon",earthquake,0.789,1.4,0.03,6,reviewed,uw,uw
2002-05-06T11:21:58.040Z,45.3296667,-121.688,4.164,2.8,md,28,91,0.08328,0.23,uw,uw10551588,2016-07-23T01:02:42.990Z,"5 km ENE of Government Camp, Oregon",earthquake,0.631,1.06,0.03,18,reviewed,uw,uw
2002-05-06T04:47:53.250Z,45.3245,-121.6856667,3.884,2.5,md,18,92,0.08242,0.22,uw,uw10551388,2016-07-23T01:02:39.190Z,"5 km ENE of Government Camp, Oregon",earthquake,0.732,1.27,0.02,11,reviewed,uw,uw
